Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,19,64733,6015887,Los Angeles,Los Angeles Unified,Ascot Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,838,800,0.955,822,0.981,786,751,0.955,770,0.98,Y
2019-2020,19,64733,6015895,Los Angeles,Los Angeles Unified,Atwater Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,321,189,0.589,221,0.688,289,174,0.602,200,0.692,Y
2019-2020,19,64733,6015903,Los Angeles,Los Angeles Unified,Avalon Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,188,154,0.819,166,0.883,187,153,0.818,165,0.882,Y
2019-2020,19,64733,6015929,Los Angeles,Los Angeles Unified,Baldwin Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,417,320,0.767,321,0.77,408,312,0.765,313,0.767,Y
2019-2020,19,64733,6015945,Los Angeles,Los Angeles Unified,Bandini Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,280,206,0.736,224,0.8,256,190,0.742,207,0.809,Y
2019-2020,19,64733,6015952,Los Angeles,Los Angeles Unified,Barton Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,526,490,0.932,502,0.954,499,466,0.934,478,0.958,Y
2019-2020,19,64733,6015960,Los Angeles,Los Angeles Unified,Bassett Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,692,624,0.902,663,0.958,641,579,0.903,615,0.959,Y
2019-2020,19,64733,6015978,Los Angeles,Los Angeles Unified,Beachy Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,456,344,0.754,390,0.855,421,321,0.762,365,0.867,Y
2019-2020,19,64733,6015986,Los Angeles,Los Angeles Unified,Beckford Charter for Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1344,Locally funded,N,K,5,587,100,0.17,121,0.206,572,99,0.173,120,0.21,Y
2019-2020,19,64733,6015994,Los Angeles,Los Angeles Unified,Beethoven Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,371,174,0.469,194,0.523,358,169,0.472,189,0.528,Y
2019-2020,19,64733,6016018,Los Angeles,Los Angeles Unified,Belvedere Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,703,654,0.93,684,0.973,667,622,0.933,651,0.976,Y
2019-2020,19,64733,6016026,Los Angeles,Los Angeles Unified,Bertrand Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,380,284,0.747,324,0.853,351,265,0.755,300,0.855,Y
2019-2020,19,64733,6016034,Los Angeles,Los Angeles Unified,Blythe Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,367,310,0.845,326,0.888,337,285,0.846,300,0.89,Y
2019-2020,19,64733,6016042,Los Angeles,Los Angeles Unified,Bonita Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,462,279,0.604,345,0.747,442,269,0.609,330,0.747,Y
2019-2020,19,64733,6016059,Los Angeles,Los Angeles Unified,Braddock Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,514,266,0.518,310,0.603,510,263,0.516,306,0.6,Y
2019-2020,19,64733,6016067,Los Angeles,Los Angeles Unified,Brainard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,161,108,0.671,125,0.776,158,106,0.671,123,0.778,Y
2019-2020,19,64733,6016075,Los Angeles,Los Angeles Unified,Breed Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,316,262,0.829,274,0.867,297,244,0.822,256,0.862,Y
2019-2020,19,64733,6016083,Los Angeles,Los Angeles Unified,Brentwood Science,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,K,5,399,313,0.784,334,0.837,393,312,0.794,333,0.847,Y
2019-2020,19,64733,6016091,Los Angeles,Los Angeles Unified,Bridge Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,197,182,0.924,195,0.99,182,169,0.929,180,0.989,Y
2019-2020,19,64733,6016109,Los Angeles,Los Angeles Unified,Broad Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,561,401,0.715,468,0.834,535,382,0.714,448,0.837,Y
2019-2020,19,64733,6016117,Los Angeles,Los Angeles Unified,Broadacres Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,297,236,0.795,255,0.859,262,210,0.802,227,0.866,Y
2019-2020,19,64733,6016125,Los Angeles,Los Angeles Unified,Broadway Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,589,109,0.185,118,0.2,589,109,0.185,118,0.2,Y
2019-2020,19,64733,6016133,Los Angeles,Los Angeles Unified,Brockton Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,224,148,0.661,167,0.746,198,134,0.677,151,0.763,Y
2019-2020,19,64733,6016141,Los Angeles,Los Angeles Unified,Brooklyn Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,535,471,0.88,503,0.94,528,464,0.879,496,0.939,Y
2019-2020,19,64733,6016158,Los Angeles,Los Angeles Unified,Bryson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,782,554,0.708,651,0.832,746,533,0.714,624,0.836,Y
2019-2020,19,64733,6016166,Los Angeles,Los Angeles Unified,Buchanan Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,312,221,0.708,251,0.804,289,209,0.723,239,0.827,Y
2019-2020,19,64733,6016174,Los Angeles,Los Angeles Unified,Budlong Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,862,768,0.891,786,0.912,841,749,0.891,765,0.91,Y
2019-2020,19,64733,6016182,Los Angeles,Los Angeles Unified,Burbank Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,370,234,0.632,263,0.711,365,231,0.633,260,0.712,Y
2019-2020,19,64733,6016208,Los Angeles,Los Angeles Unified,Burton Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,325,279,0.858,292,0.898,301,262,0.87,275,0.914,Y
2019-2020,19,64733,6016216,Los Angeles,Los Angeles Unified,Bushnell Way Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,195,148,0.759,166,0.851,180,139,0.772,156,0.867,Y
2019-2020,19,64733,6016224,Los Angeles,Los Angeles Unified,Cabrillo Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,376,334,0.888,354,0.941,373,332,0.89,351,0.941,Y
2019-2020,19,64733,6016232,Los Angeles,Los Angeles Unified,Cahuenga Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,420,324,0.771,352,0.838,414,320,0.773,346,0.836,Y
2019-2020,19,64733,6016240,Los Angeles,Los Angeles Unified,Calabash Charter Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1345,Locally funded,N,K,5,429,72,0.168,90,0.21,421,72,0.171,90,0.214,Y
2019-2020,19,64733,6016257,Los Angeles,Los Angeles Unified,Calahan Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,487,264,0.542,326,0.669,479,260,0.543,321,0.67,Y
2019-2020,19,64733,6016265,Los Angeles,Los Angeles Unified,Calvert Charter for Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1585,Locally funded,N,K,5,360,191,0.531,221,0.614,352,185,0.526,214,0.608,Y
2019-2020,19,64733,6016273,Los Angeles,Los Angeles Unified,Camellia Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,513,457,0.891,488,0.951,487,436,0.895,464,0.953,Y
2019-2020,19,64733,6016281,Los Angeles,Los Angeles Unified,Canfield Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,403,101,0.251,115,0.285,392,101,0.258,114,0.291,Y
2019-2020,19,64733,6016299,Los Angeles,Los Angeles Unified,Canoga Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,612,542,0.886,585,0.956,576,513,0.891,552,0.958,Y
2019-2020,19,64733,6016307,Los Angeles,Los Angeles Unified,Cantara Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,431,400,0.928,414,0.961,394,366,0.929,380,0.964,Y
2019-2020,19,64733,6016315,Los Angeles,Los Angeles Unified,Canterbury Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,775,566,0.73,653,0.843,746,543,0.728,627,0.84,Y
2019-2020,19,64733,6016323,Los Angeles,Los Angeles Unified,Canyon Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,226,Locally funded,N,K,5,400,20,0.05,20,0.05,395,20,5.06E-02,20,5.06E-02,Y
2019-2020,19,64733,6016331,Los Angeles,Los Angeles Unified,Capistrano Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,418,260,0.622,309,0.739,412,256,0.621,304,0.738,Y
2019-2020,19,64733,6016349,Los Angeles,Los Angeles Unified,Caroldale Learning Community,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,880,507,0.576,637,0.724,868,500,0.576,629,0.725,Y
2019-2020,19,64733,6016356,Los Angeles,Los Angeles Unified,Carpenter Community Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1235,Locally funded,N,K,5,1002,107,0.107,114,0.114,978,107,0.109,114,0.117,Y
2019-2020,19,64733,6016364,Los Angeles,Los Angeles Unified,Carson Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,684,441,0.645,537,0.785,650,420,0.646,512,0.788,Y
2019-2020,19,64733,6016372,Los Angeles,Los Angeles Unified,Carthay Elementary Of Environmental Studies Magnet,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,345,184,0.533,221,0.641,313,168,0.537,201,0.642,Y
2019-2020,19,64733,6016380,Los Angeles,Los Angeles Unified,Castelar Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,643,468,0.728,513,0.798,632,465,0.736,509,0.805,Y
2019-2020,19,64733,6016398,Los Angeles,Los Angeles Unified,Castle Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,569,137,0.241,168,0.295,557,136,0.244,166,0.298,Y
2019-2020,19,64733,6016406,Los Angeles,Los Angeles Unified,Catskill Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,499,392,0.786,436,0.874,467,367,0.786,408,0.874,Y
2019-2020,19,64733,6016414,Los Angeles,Los Angeles Unified,Century Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,277,225,0.812,230,0.83,253,207,0.818,210,0.83,Y
2019-2020,19,64733,6016422,Los Angeles,Los Angeles Unified,Chandler Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,494,192,0.389,220,0.445,489,192,0.393,220,0.45,Y
2019-2020,19,64733,6016430,Los Angeles,Los Angeles Unified,Chapman Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,413,288,0.697,327,0.792,388,272,0.701,306,0.789,Y
2019-2020,19,64733,6016448,Los Angeles,Los Angeles Unified,Charnock Road Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,337,222,0.659,239,0.709,297,201,0.677,214,0.721,Y
2019-2020,19,64733,6016455,Los Angeles,Los Angeles Unified,Chase Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,544,475,0.873,516,0.949,514,448,0.872,488,0.949,Y
2019-2020,19,64733,6016463,Los Angeles,Los Angeles Unified,Chatsworth Park ES Urban Planning/Community Development Magnet,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,414,217,0.524,250,0.604,414,217,0.524,250,0.604,Y
2019-2020,19,64733,6016471,Los Angeles,Los Angeles Unified,Cheremoya Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,258,166,0.643,181,0.702,255,163,0.639,178,0.698,Y
2019-2020,19,64733,6016489,Los Angeles,Los Angeles Unified,Cienega Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,529,468,0.885,492,0.93,494,439,0.889,461,0.933,Y
2019-2020,19,64733,6016497,Los Angeles,Los Angeles Unified,Cimarron Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,286,210,0.734,225,0.787,262,192,0.733,205,0.782,Y
2019-2020,19,64733,6016505,Los Angeles,Los Angeles Unified,City Terrace Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,455,289,0.635,342,0.752,414,263,0.635,313,0.756,Y
2019-2020,19,64733,6016513,Los Angeles,Los Angeles Unified,Clifford Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,132,74,0.561,86,0.652,128,71,0.555,83,0.648,Y
2019-2020,19,64733,6016521,Los Angeles,Los Angeles Unified,Clover Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,541,124,0.229,143,0.264,528,120,0.227,139,0.263,Y
2019-2020,19,64733,6016539,Los Angeles,Los Angeles Unified,Coeur D'Alene Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,570,80,0.14,88,0.154,554,78,0.141,85,0.153,Y
2019-2020,19,64733,6016547,Los Angeles,Los Angeles Unified,Cohasset Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,537,459,0.855,483,0.899,500,425,0.85,447,0.894,Y
2019-2020,19,64733,6016554,Los Angeles,Los Angeles Unified,Coldwater Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,694,592,0.853,637,0.918,656,562,0.857,604,0.921,Y
2019-2020,19,64733,6016562,Los Angeles,Los Angeles Unified,Colfax Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1041,Locally funded,N,K,5,647,134,0.207,151,0.233,634,130,0.205,147,0.232,Y
2019-2020,19,64733,6016570,Los Angeles,Los Angeles Unified,Coliseum Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,172,152,0.884,154,0.895,170,151,0.888,153,0.9,Y
2019-2020,19,64733,6016604,Los Angeles,Los Angeles Unified,Commonwealth Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,602,510,0.847,552,0.917,564,484,0.858,521,0.924,Y
2019-2020,19,64733,6016612,Los Angeles,Los Angeles Unified,Compton Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,318,304,0.956,316,0.994,301,287,0.953,299,0.993,Y
2019-2020,19,64733,6016620,Los Angeles,Los Angeles Unified,Corona Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,764,661,0.865,705,0.923,764,661,0.865,705,0.923,Y
2019-2020,19,64733,6016638,Los Angeles,Los Angeles Unified,Betty Plasencia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,558,485,0.869,523,0.937,528,457,0.866,494,0.936,Y
2019-2020,19,64733,6016646,Los Angeles,Los Angeles Unified,Cowan Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,379,200,0.528,250,0.66,375,199,0.531,247,0.659,Y
2019-2020,19,64733,6016653,Los Angeles,Los Angeles Unified,Crescent Heights Boulevard Elementary,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,K,5,332,248,0.747,271,0.816,327,244,0.746,266,0.813,Y
2019-2020,19,64733,6016661,Los Angeles,Los Angeles Unified,Crestwood Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,353,204,0.578,248,0.703,348,203,0.583,246,0.707,Y
2019-2020,19,64733,6016679,Los Angeles,Los Angeles Unified,Christopher Dena Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,433,400,0.924,418,0.965,419,386,0.921,404,0.964,Y
2019-2020,19,64733,6016687,Los Angeles,Los Angeles Unified,Dahlia Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,408,81,0.199,99,0.243,404,81,0.2,99,0.245,Y
2019-2020,19,64733,6016695,Los Angeles,Los Angeles Unified,Danube Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,350,209,0.597,263,0.751,318,194,0.61,244,0.767,Y
2019-2020,19,64733,6016703,Los Angeles,Los Angeles Unified,Darby Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,439,182,0.415,232,0.528,428,181,0.423,229,0.535,Y
2019-2020,19,64733,6016711,Los Angeles,Los Angeles Unified,Dayton Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,364,319,0.876,337,0.926,357,313,0.877,330,0.924,Y
2019-2020,19,64733,6016729,Los Angeles,Los Angeles Unified,Dearborn Elementary Charter Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1481,Locally funded,N,K,5,513,247,0.481,297,0.579,496,237,0.478,286,0.577,Y
2019-2020,19,64733,6016737,Los Angeles,Los Angeles Unified,Del Amo Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,340,193,0.568,241,0.709,310,179,0.577,222,0.716,Y
2019-2020,19,64733,6016745,Los Angeles,Los Angeles Unified,Delevan Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,519,218,0.42,298,0.574,487,211,0.433,290,0.595,Y
2019-2020,19,64733,6016752,Los Angeles,Los Angeles Unified,Denker Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,767,460,0.6,563,0.734,713,435,0.61,525,0.736,Y
2019-2020,19,64733,6016778,Los Angeles,Los Angeles Unified,Dixie Canyon Community Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1469,Locally funded,N,K,5,756,164,0.217,190,0.251,737,160,0.217,185,0.251,Y
2019-2020,19,64733,6016786,Los Angeles,Los Angeles Unified,Dolores Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,541,352,0.651,435,0.804,506,328,0.648,406,0.802,Y
2019-2020,19,64733,6016794,Los Angeles,Los Angeles Unified,Dominguez Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,502,384,0.765,427,0.851,466,357,0.766,397,0.852,Y
2019-2020,19,64733,6016802,Los Angeles,Los Angeles Unified,Dorris Place Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,287,190,0.662,229,0.798,259,178,0.687,211,0.815,Y
2019-2020,19,64733,6016810,Los Angeles,Los Angeles Unified,Tom Bradley Global Awareness Magnet,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,K,5,262,226,0.863,237,0.905,259,223,0.861,234,0.903,Y
2019-2020,19,64733,6016828,Los Angeles,Los Angeles Unified,Dyer Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,700,588,0.84,646,0.923,639,540,0.845,594,0.93,Y
2019-2020,19,64733,6016836,Los Angeles,Los Angeles Unified,Eagle Rock Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,815,290,0.356,381,0.467,783,279,0.356,367,0.469,Y
2019-2020,19,64733,6016844,Los Angeles,Los Angeles Unified,Eastman Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,725,681,0.939,707,0.975,688,647,0.94,672,0.977,Y
2019-2020,19,64733,6016851,Los Angeles,Los Angeles Unified,El Dorado Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,425,326,0.767,346,0.814,396,303,0.765,320,0.808,Y
2019-2020,19,64733,6016869,Los Angeles,Los Angeles Unified,El Oro Way Charter For Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1466,Locally funded,N,K,5,453,103,0.227,126,0.278,445,101,0.227,123,0.276,Y
2019-2020,19,64733,6016877,Los Angeles,Los Angeles Unified,El Sereno Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,314,260,0.828,286,0.911,303,251,0.828,275,0.908,Y
2019-2020,19,64733,6016885,Los Angeles,Los Angeles Unified,Elizabeth Learning Center,Unified School District,K-12 Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,12,1708,1590,0.931,1650,0.966,1651,1540,0.933,1596,0.967,Y
2019-2020,19,64733,6016893,Los Angeles,Los Angeles Unified,Elysian Heights ES Arts Magnet,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,308,162,0.526,179,0.581,308,162,0.526,179,0.581,Y
2019-2020,19,64733,6016901,Los Angeles,Los Angeles Unified,Emelita Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,312,164,0.526,199,0.638,301,156,0.518,191,0.635,Y
2019-2020,19,64733,6016935,Los Angeles,Los Angeles Unified,Encino Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1471,Locally funded,N,K,5,599,131,0.219,143,0.239,590,128,0.217,140,0.237,Y
2019-2020,19,64733,6016943,Los Angeles,Los Angeles Unified,Erwin Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,669,536,0.801,582,0.87,633,506,0.799,551,0.87,Y
2019-2020,19,64733,6016950,Los Angeles,Los Angeles Unified,Eshelman Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,473,391,0.827,416,0.879,437,366,0.838,388,0.888,Y
2019-2020,19,64733,6016968,Los Angeles,Los Angeles Unified,Euclid Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,787,646,0.821,689,0.875,753,620,0.823,659,0.875,Y
2019-2020,19,64733,6016976,Los Angeles,Los Angeles Unified,Evergreen Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,688,631,0.917,654,0.951,648,594,0.917,617,0.952,Y
2019-2020,19,64733,6016984,Los Angeles,Los Angeles Unified,Fair Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,752,646,0.859,708,0.941,720,621,0.863,681,0.946,Y
2019-2020,19,64733,6016992,Los Angeles,Los Angeles Unified,Fairburn Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,463,65,0.14,84,0.181,453,65,0.143,84,0.185,Y
2019-2020,19,64733,6017008,Los Angeles,Los Angeles Unified,Farmdale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,413,348,0.843,365,0.884,382,322,0.843,339,0.887,Y
2019-2020,19,64733,6017016,Los Angeles,Los Angeles Unified,Fenton Avenue Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,30,Directly funded,Y,K,5,633,433,0.684,542,0.856,633,433,0.684,542,0.856,Y
2019-2020,19,64733,6017024,Los Angeles,Los Angeles Unified,Fernangeles Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,558,477,0.855,513,0.919,527,448,0.85,483,0.917,Y
2019-2020,19,64733,6017032,Los Angeles,Los Angeles Unified,Fifteenth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,501,427,0.852,452,0.902,460,396,0.861,419,0.911,Y
2019-2020,19,64733,6017040,Los Angeles,Los Angeles Unified,Fifty-Fourth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,339,290,0.855,299,0.882,315,268,0.851,276,0.876,Y
2019-2020,19,64733,6017057,Los Angeles,Los Angeles Unified,Fifty-Ninth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,259,215,0.83,230,0.888,239,198,0.828,213,0.891,Y
2019-2020,19,64733,6017065,Los Angeles,Los Angeles Unified,Fifty-Second Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,740,718,0.97,727,0.982,682,663,0.972,672,0.985,Y
2019-2020,19,64733,6017073,Los Angeles,Los Angeles Unified,Figueroa Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,444,420,0.946,439,0.989,439,415,0.945,434,0.989,Y
2019-2020,19,64733,6017081,Los Angeles,Los Angeles Unified,Hillery T. Broadous Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,435,403,0.926,424,0.975,412,383,0.93,402,0.976,Y
2019-2020,19,64733,6017099,Los Angeles,Los Angeles Unified,First Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,504,462,0.917,478,0.948,475,435,0.916,450,0.947,Y
2019-2020,19,64733,6017115,Los Angeles,Los Angeles Unified,Fletcher Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,232,217,0.935,222,0.957,209,197,0.943,200,0.957,Y
