Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2018-2019,15,73742,6009633,Kern,Sierra Sands Unified,Faller Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,481,260,0.541,334,0.694,469,251,0.535,325,0.693,Y
2018-2019,15,73742,6110712,Kern,Sierra Sands Unified,Gateway Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,398,208,0.523,304,0.764,390,206,0.528,299,0.767,Y
2018-2019,15,73908,133504,Kern,McFarland Unified,Horizon Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,488,393,0.805,414,0.848,470,378,0.804,399,0.849,Y
2018-2019,15,73908,1530146,Kern,McFarland Unified,San Joaquin High (Continuation),Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,58,53,0.914,55,0.948,52,49,0.942,51,0.981,Y
2018-2019,15,73908,1530229,Kern,McFarland Unified,McFarland Independent,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,7,6,0.857,6,0.857,5,4,0.8,4,0.8,Y
2018-2019,15,73908,1534155,Kern,McFarland Unified,McFarland High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,932,754,0.809,835,0.896,918,741,0.807,821,0.894,Y
2018-2019,15,73908,6009757,Kern,McFarland Unified,Browning Road STEAM Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,509,450,0.884,472,0.927,493,435,0.882,457,0.927,Y
2018-2019,15,73908,6009765,Kern,McFarland Unified,Kern Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,689,594,0.862,614,0.891,670,581,0.867,601,0.897,Y
2018-2019,15,73908,6106306,Kern,McFarland Unified,McFarland Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,801,672,0.839,730,0.911,801,672,0.839,730,0.911,Y
2018-2019,15,75168,1530401,Kern,El Tejon Unified,Frazier Mountain High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,263,142,0.54,154,0.586,255,137,0.537,148,0.58,Y
2018-2019,15,75168,6009468,Kern,El Tejon Unified,El Tejon Elementary,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,5,8,205,118,0.576,136,0.663,205,118,0.576,136,0.663,Y
2018-2019,15,75168,6009476,Kern,El Tejon Unified,Frazier Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,4,280,177,0.632,200,0.714,263,168,0.639,190,0.722,Y
2018-2019,15,75630,1530500,Kern,SBE - Ridgecrest Charter,Ridgecrest Charter,State Board of Education,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,Yes,350,Directly funded,N,K,8,477,211,0.442,229,0.48,465,210,0.452,227,0.488,Y
2018-2019,16,10165,1630102,Kings,Kings County Office of Education,J. C. Montgomery,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,34,34,1,34,1,31,31,1,31,1,Y
2018-2019,16,10165,6069298,Kings,Kings County Office of Education,Kings County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,12,323,168,0.52,204,0.632,273,151,0.553,182,0.667,Y
2018-2019,16,63875,101717,Kings,Armona Union Elementary,Crossroads Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,571,Locally funded,N,K,12,172,128,0.744,149,0.866,161,120,0.745,139,0.863,Y
2018-2019,16,63875,112698,Kings,Armona Union Elementary,California Virtual Academy at Kings,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,840,Directly funded,Y,K,12,373,206,0.552,227,0.609,368,204,0.554,224,0.609,Y
2018-2019,16,63875,6010276,Kings,Armona Union Elementary,Armona Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,4,540,449,0.831,501,0.928,524,437,0.834,486,0.927,Y
2018-2019,16,63875,6010284,Kings,Armona Union Elementary,Parkview Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,5,8,425,375,0.882,406,0.955,425,375,0.882,406,0.955,Y
2018-2019,16,63883,6010292,Kings,Central Union Elementary,Akers Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,8,761,140,0.184,291,0.382,761,140,0.184,291,0.382,Y
2018-2019,16,63883,6010300,Kings,Central Union Elementary,Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,8,274,133,0.485,154,0.562,274,133,0.485,154,0.562,Y
2018-2019,16,63883,6010318,Kings,Central Union Elementary,R. J. Neutra,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,515,99,0.192,271,0.526,495,96,0.194,261,0.527,Y
2018-2019,16,63883,6010326,Kings,Central Union Elementary,Stratford Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,8,298,215,0.721,239,0.802,295,214,0.725,236,0.8,Y
2018-2019,16,63891,110858,Kings,Corcoran Joint Unified,Corcoran Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,1,0,0,0,0,1,0,0,0,0,Y
2018-2019,16,63891,122820,Kings,Corcoran Joint Unified,Mission Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,12,15,14,0.933,15,1,15,14,0.933,15,1,Y
2018-2019,16,63891,1632140,Kings,Corcoran Joint Unified,Kings Lake Education Center,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,36,30,0.833,32,0.889,33,27,0.818,29,0.879,Y
2018-2019,16,63891,1632207,Kings,Corcoran Joint Unified,Corcoran High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,864,657,0.76,718,0.831,849,647,0.762,705,0.83,Y
2018-2019,16,63891,6010334,Kings,Corcoran Joint Unified,Bret Harte Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,1,580,470,0.81,511,0.881,543,445,0.82,483,0.89,Y
2018-2019,16,63891,6010342,Kings,Corcoran Joint Unified,John C. Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,2,3,521,450,0.864,477,0.916,521,450,0.864,477,0.916,Y
2018-2019,16,63891,6010359,Kings,Corcoran Joint Unified,John Muir Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,747,613,0.821,650,0.87,747,613,0.821,650,0.87,Y
2018-2019,16,63891,6010367,Kings,Corcoran Joint Unified,Mark Twain Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,4,5,554,470,0.848,498,0.899,554,470,0.848,498,0.899,Y
2018-2019,16,63917,1,Kings,Hanford Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,Y
2018-2019,16,63917,110981,Kings,Hanford Elementary,Hamilton Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,448,375,0.837,375,0.837,440,367,0.834,367,0.834,Y
2018-2019,16,63917,6010391,Kings,Hanford Elementary,Jefferson Charter Academy,Elementary School District,Elementary Schools (Public),Traditional,CEP,Yes,1637,Locally funded,N,K,8,513,235,0.458,235,0.458,513,235,0.458,235,0.458,Y
2018-2019,16,63917,6010409,Kings,Hanford Elementary,Lee Richmond Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,458,419,0.915,419,0.915,453,415,0.916,415,0.916,Y
2018-2019,16,63917,6010417,Kings,Hanford Elementary,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,432,415,0.961,415,0.961,424,407,0.96,407,0.96,Y
2018-2019,16,63917,6010425,Kings,Hanford Elementary,Monroe Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,700,561,0.801,561,0.801,687,552,0.803,552,0.803,Y
2018-2019,16,63917,6010433,Kings,Hanford Elementary,Roosevelt Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,561,525,0.936,525,0.936,549,513,0.934,513,0.934,Y
2018-2019,16,63917,6010458,Kings,Hanford Elementary,Woodrow Wilson Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,642,480,0.748,480,0.748,642,480,0.748,480,0.748,Y
2018-2019,16,63917,6108815,Kings,Hanford Elementary,George Washington Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,508,419,0.825,419,0.825,499,413,0.828,413,0.828,Y
2018-2019,16,63917,6112379,Kings,Hanford Elementary,John F. Kennedy Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,597,528,0.884,528,0.884,597,528,0.884,528,0.884,Y
2018-2019,16,63917,6113609,Kings,Hanford Elementary,Martin Luther King Jr. Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,647,546,0.844,546,0.844,634,537,0.847,537,0.847,Y
2018-2019,16,63917,6118459,Kings,Hanford Elementary,Hanford Elementary Community Day,Elementary School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,K,8,10,10,1,10,1,10,10,1,10,1,Y
2018-2019,16,63917,6118798,Kings,Hanford Elementary,Joseph M. Simas,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,517,303,0.586,303,0.586,510,299,0.586,299,0.586,Y
2018-2019,16,63925,1,Kings,Hanford Joint Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0,0,0,2,0,0,0,0,Y
2018-2019,16,63925,118919,Kings,Hanford Joint Union High,Sierra Pacific High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,938,416,0.443,503,0.536,913,404,0.442,490,0.537,Y
2018-2019,16,63925,137901,Kings,Hanford Joint Union High,Hanford Online Charter,High School District,High Schools (Public),Traditional,N/A,Yes,1997,Locally funded,N,9,12,2,1,0.5,1,0.5,2,1,0.5,1,0.5,Y
2018-2019,16,63925,1630060,Kings,Hanford Joint Union High,Hanford Night (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,26,21,0.808,22,0.846,22,18,0.818,19,0.864,Y
2018-2019,16,63925,1630151,Kings,Hanford Joint Union High,Hanford Community Day,High School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,9,12,49,39,0.796,44,0.898,48,38,0.792,43,0.896,Y
2018-2019,16,63925,1630169,Kings,Hanford Joint Union High,Hanford West High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1243,695,0.559,823,0.662,1208,672,0.556,796,0.659,Y
2018-2019,16,63925,1634245,Kings,Hanford Joint Union High,Earl F. Johnson High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,80,59,0.738,63,0.787,76,56,0.737,59,0.776,Y
2018-2019,16,63925,1634401,Kings,Hanford Joint Union High,Hanford High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1559,917,0.588,1037,0.665,1526,898,0.588,1015,0.665,Y
2018-2019,16,63933,6010466,Kings,Island Union Elementary,Island Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,Yes,00D6,Locally funded,N,K,8,435,129,0.297,153,0.352,431,129,0.299,152,0.353,Y
2018-2019,16,63941,6010474,Kings,Kings River-Hardwick Union Elementary,Kings River-Hardwick Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,Yes,00D7,Locally funded,N,K,8,816,204,0.25,233,0.286,806,203,0.252,232,0.288,Y
2018-2019,16,63958,136556,Kings,Kit Carson Union Elementary,Kings Valley Academy II,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1896,Directly funded,Y,K,12,849,693,0.816,745,0.878,633,503,0.795,545,0.861,Y
2018-2019,16,63958,6010482,Kings,Kit Carson Union Elementary,Kit Carson Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,380,249,0.655,292,0.768,375,246,0.656,288,0.768,Y
2018-2019,16,63958,6113120,Kings,Kit Carson Union Elementary,Mid Valley Alternative Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,88,Locally funded,N,K,8,19,8,0.421,10,0.526,19,8,0.421,10,0.526,Y
2018-2019,16,63966,6010508,Kings,Lakeside Union Elementary,Lakeside Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,323,284,0.879,307,0.95,313,275,0.879,297,0.949,Y
2018-2019,16,63974,100156,Kings,Lemoore Union Elementary,Lemoore University Elementary Charter,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,489,Locally funded,N,5,8,172,69,0.401,83,0.483,172,69,0.401,83,0.483,Y
2018-2019,16,63974,128702,Kings,Lemoore Union Elementary,Bridges Academy,Elementary School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,8,3,3,1,3,1,3,3,1,3,1,Y
2018-2019,16,63974,6010532,Kings,Lemoore Union Elementary,Meadow Lane Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,632,368,0.582,434,0.687,619,364,0.588,425,0.687,Y
2018-2019,16,63974,6066666,Kings,Lemoore Union Elementary,P. W. Engvall Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,688,375,0.545,431,0.626,688,375,0.545,431,0.626,Y
2018-2019,16,63974,6069140,Kings,Lemoore Union Elementary,Lemoore Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,618,408,0.66,456,0.738,599,395,0.659,443,0.74,Y
2018-2019,16,63974,6111934,Kings,Lemoore Union Elementary,Liberty Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,625,375,0.6,427,0.683,625,375,0.6,427,0.683,Y
2018-2019,16,63974,6118590,Kings,Lemoore Union Elementary,Cinnamon Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,570,331,0.581,397,0.696,570,331,0.581,397,0.696,Y
2018-2019,16,63982,110205,Kings,Lemoore Union High,Lemoore Middle College High,High School District,High Schools (Public),Traditional,N/A,Yes,1068,Directly funded,N,9,12,236,56,0.237,65,0.275,232,55,0.237,64,0.276,Y
2018-2019,16,63982,136234,Kings,Lemoore Union High,Lemoore Online College Preparatory High,High School District,High Schools (Public),Traditional,N/A,Yes,1877,Directly funded,N,9,12,26,8,0.308,11,0.423,25,8,0.32,11,0.44,Y
2018-2019,16,63982,1630011,Kings,Lemoore Union High,Jamison (Donald C.) High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,100,70,0.7,79,0.79,93,67,0.72,76,0.817,Y
2018-2019,16,63982,1635606,Kings,Lemoore Union High,Lemoore High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1828,808,0.442,961,0.526,1765,780,0.442,926,0.525,Y
2018-2019,16,63990,116699,Kings,Pioneer Union Elementary,Frontier Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,00D1,Locally funded,N,K,5,465,145,0.312,192,0.413,457,142,0.311,189,0.414,Y
2018-2019,16,63990,6010557,Kings,Pioneer Union Elementary,Pioneer Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,00D1,Locally funded,N,K,5,571,218,0.382,259,0.454,551,215,0.39,255,0.463,Y
2018-2019,16,63990,6110233,Kings,Pioneer Union Elementary,Pioneer Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,00D1,Locally funded,N,6,8,569,196,0.344,240,0.422,569,196,0.344,240,0.422,Y
2018-2019,16,73932,1630078,Kings,Reef-Sunset Unified,Sunrise High (Continuation),Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,27,22,0.815,22,0.815,25,21,0.84,21,0.84,Y
2018-2019,16,73932,1630110,Kings,Reef-Sunset Unified,Adelante High,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,1,1,1,1,1,1,1,1,1,1,Y
2018-2019,16,73932,1630185,Kings,Reef-Sunset Unified,Reef-Sunset Secondary Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2,No ,N/A,N/A,N,6,12,3,3,1,3,1,3,3,1,3,1,Y
2018-2019,16,73932,1630953,Kings,Reef-Sunset Unified,Avenal High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,615,541,0.88,553,0.899,597,525,0.879,536,0.898,Y
2018-2019,16,73932,6010565,Kings,Reef-Sunset Unified,Avenal Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,741,669,0.903,679,0.916,730,659,0.903,669,0.916,Y
2018-2019,16,73932,6010573,Kings,Reef-Sunset Unified,Kettleman City Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,8,274,233,0.85,245,0.894,269,229,0.851,241,0.896,Y
2018-2019,16,73932,6109888,Kings,Reef-Sunset Unified,Reef Sunset Middle,Unified School District,Junior High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,548,512,0.934,522,0.953,548,512,0.934,522,0.953,Y
2018-2019,16,73932,6118566,Kings,Reef-Sunset Unified,Tamarack Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,468,417,0.891,426,0.91,461,411,0.892,420,0.911,Y
2018-2019,17,10173,128231,Lake,Lake County Office of Education,Clearlake Creativity,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,24,20,0.833,23,0.958,24,20,0.833,23,0.958,Y
2018-2019,17,10173,1730167,Lake,Lake County Office of Education,Lloyd Hance Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,12,11,0.917,11,0.917,12,11,0.917,11,0.917,Y
2018-2019,17,64014,138537,Lake,Kelseyville Unified,Kelseyville Learning Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,22,10,0.455,14,0.636,22,10,0.455,14,0.636,Y
2018-2019,17,64014,1730043,Lake,Kelseyville Unified,Ed Donaldson Education Center,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,7,3,0.429,3,0.429,5,1,0.2,1,0.2,Y
2018-2019,17,64014,1730159,Lake,Kelseyville Unified,Kelseyville Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2,No ,N/A,N/A,N,7,12,3,1,0.333,2,0.667,3,1,0.333,2,0.667,Y
2018-2019,17,64014,1734359,Lake,Kelseyville Unified,Kelseyville High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,518,316,0.61,396,0.764,489,294,0.601,370,0.757,Y
2018-2019,17,64014,6010607,Lake,Kelseyville Unified,Kelseyville Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,514,378,0.735,442,0.86,503,371,0.738,434,0.863,Y
2018-2019,17,64014,6107791,Lake,Kelseyville Unified,Mountain Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,408,256,0.627,322,0.789,408,256,0.627,322,0.789,Y
2018-2019,17,64014,6112759,Lake,Kelseyville Unified,Riviera Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,233,137,0.588,186,0.798,230,136,0.591,184,0.8,Y
2018-2019,17,64022,107706,Lake,Konocti Unified,Blue Heron,Unified School District,Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,9,11,27,23,0.852,23,0.852,27,23,0.852,23,0.852,Y
2018-2019,17,64022,132571,Lake,Konocti Unified,Konocti Education Center,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,4,12,414,305,0.737,334,0.807,412,303,0.735,332,0.806,Y
2018-2019,17,64022,1730027,Lake,Konocti Unified,Carle (William C.) High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,87,61,0.701,69,0.793,65,46,0.708,52,0.8,Y
2018-2019,17,64022,1730118,Lake,Konocti Unified,Richard H. Lewis Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,27,18,0.667,19,0.704,27,18,0.667,19,0.704,Y
2018-2019,17,64022,1735000,Lake,Konocti Unified,Lower Lake High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,8,12,870,628,0.722,669,0.769,845,612,0.724,652,0.772,Y
2018-2019,17,64022,6010615,Lake,Konocti Unified,Burns Valley,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,7,532,467,0.878,495,0.93,526,461,0.876,489,0.93,Y
2018-2019,17,64022,6010623,Lake,Konocti Unified,East Lake,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,7,209,171,0.818,190,0.909,209,171,0.818,190,0.909,Y
2018-2019,17,64022,6057434,Lake,Konocti Unified,Highlands Academy,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,2,8,16,14,0.875,15,0.938,16,14,0.875,15,0.938,Y
2018-2019,17,64022,6084990,Lake,Konocti Unified,Lower Lake Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,7,690,536,0.777,595,0.862,679,527,0.776,585,0.862,Y
2018-2019,17,64022,6109706,Lake,Konocti Unified,Pomo,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,7,703,571,0.812,601,0.855,693,561,0.81,591,0.853,Y
2018-2019,17,64030,114215,Lake,Lakeport Unified,Lakeport Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,10,11,9,0.818,9,0.818,11,9,0.818,9,0.818,Y
2018-2019,17,64030,1730019,Lake,Lakeport Unified,Natural High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,20,18,0.9,18,0.9,20,18,0.9,18,0.9,Y
2018-2019,17,64030,1730142,Lake,Lakeport Unified,Lakeport Alternative (Home School),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,13,4,0.308,5,0.385,12,4,0.333,5,0.417,Y
2018-2019,17,64030,1732304,Lake,Lakeport Unified,Clear Lake High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,385,200,0.519,227,0.59,377,198,0.525,224,0.594,Y
2018-2019,17,64030,6010631,Lake,Lakeport Unified,Lakeport Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,3,485,298,0.614,330,0.68,474,291,0.614,322,0.679,Y
2018-2019,17,64030,6010649,Lake,Lakeport Unified,Terrace Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,4,8,558,324,0.581,366,0.656,558,324,0.581,366,0.656,Y
2018-2019,17,64048,6010656,Lake,Lucerne Elementary,Lucerne Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,253,203,0.802,225,0.889,250,201,0.804,223,0.892,Y
2018-2019,17,64055,108340,Lake,Middletown Unified,Lake County International Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,681,Directly funded,Y,K,8,75,44,0.587,56,0.747,75,44,0.587,56,0.747,Y
2018-2019,17,64055,129601,Lake,Middletown Unified,California Connections Academy @ North Bay,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1653,Directly funded,Y,K,12,193,82,0.425,88,0.456,187,78,0.417,84,0.449,Y
2018-2019,17,64055,1730035,Lake,Middletown Unified,Loconoma Valley High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,10,5,0.5,7,0.7,10,5,0.5,7,0.7,Y
2018-2019,17,64055,1736008,Lake,Middletown Unified,Middletown High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,499,203,0.407,252,0.505,477,189,0.396,237,0.497,Y
2018-2019,17,64055,6010672,Lake,Middletown Unified,Minnie Cannon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,175,101,0.577,124,0.709,173,99,0.572,122,0.705,Y
2018-2019,17,64055,6105456,Lake,Middletown Unified,Cobb Mountain Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,147,66,0.449,77,0.524,146,65,0.445,76,0.521,Y
2018-2019,17,64055,6107049,Lake,Middletown Unified,Middletown Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,221,103,0.466,122,0.552,221,103,0.466,122,0.552,Y
2018-2019,17,64055,6110761,Lake,Middletown Unified,Coyote Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,427,150,0.351,180,0.422,414,147,0.355,175,0.423,Y
2018-2019,17,76976,1730050,Lake,Upper Lake Unified,Clover Valley High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,17,14,0.824,15,0.882,12,11,0.917,12,1,Y
2018-2019,17,76976,1730175,Lake,Upper Lake Unified,Upper Lake Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,9,12,2,2,1,2,1,2,2,1,2,1,Y
2018-2019,17,76976,1737006,Lake,Upper Lake Unified,Upper Lake High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,293,165,0.563,177,0.604,282,158,0.56,170,0.603,Y
2018-2019,17,76976,6010680,Lake,Upper Lake Unified,Upper Lake Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,353,255,0.722,281,0.796,348,250,0.718,276,0.793,Y
2018-2019,17,76976,6108773,Lake,Upper Lake Unified,Upper Lake Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,190,146,0.768,162,0.853,190,146,0.768,162,0.853,Y
